default_constraint_rankings
--------------------------------------------------
ranking	suffix	prefix	infix	nonconcat_cv	nonconcat_unattested
align_right_residue >> align_left_root >> c_adj_v >> align_left_residue >> contiguity >> align_right_root	3	0	0	1	6
align_right_residue >> align_left_root >> c_adj_v >> align_left_residue >> align_right_root >> contiguity	3	0	0	1	6
align_right_residue >> align_left_root >> c_adj_v >> align_right_root >> contiguity >> align_left_residue	3	0	0	1	6
align_right_residue >> align_left_root >> c_adj_v >> align_right_root >> align_left_residue >> contiguity	3	0	0	1	6
align_right_residue >> align_left_root >> align_left_residue >> contiguity >> c_adj_v >> align_right_root	0	0	0	1	9
align_right_residue >> align_left_root >> align_left_residue >> contiguity >> align_right_root >> c_adj_v	0	0	0	1	9
align_right_residue >> align_left_root >> align_left_residue >> c_adj_v >> contiguity >> align_right_root	0	0	0	1	9
align_right_residue >> align_left_root >> align_left_residue >> c_adj_v >> align_right_root >> contiguity	0	0	0	1	9
align_right_residue >> align_left_root >> align_left_residue >> align_right_root >> contiguity >> c_adj_v	0	0	0	1	9
align_right_residue >> align_left_root >> align_left_residue >> align_right_root >> c_adj_v >> contiguity	0	0	0	1	9
align_right_residue >> align_left_root >> align_right_root >> contiguity >> c_adj_v >> align_left_residue	0	0	0	1	9
align_right_residue >> align_left_root >> align_right_root >> contiguity >> align_left_residue >> c_adj_v	0	0	0	1	9
align_right_residue >> align_left_root >> align_right_root >> c_adj_v >> contiguity >> align_left_residue	0	0	0	1	9
align_right_residue >> align_left_root >> align_right_root >> c_adj_v >> align_left_residue >> contiguity	0	0	0	1	9
align_right_residue >> align_left_root >> align_right_root >> align_left_residue >> contiguity >> c_adj_v	0	0	0	1	9
align_right_residue >> align_left_root >> align_right_root >> align_left_residue >> c_adj_v >> contiguity	0	0	0	1	9
align_right_residue >> align_left_residue >> contiguity >> c_adj_v >> align_left_root >> align_right_root	0	0	0	1	9
align_right_residue >> align_left_residue >> contiguity >> c_adj_v >> align_right_root >> align_left_root	0	0	0	1	9
align_right_residue >> align_left_residue >> contiguity >> align_left_root >> c_adj_v >> align_right_root	0	0	0	1	9
align_right_residue >> align_left_residue >> contiguity >> align_left_root >> align_right_root >> c_adj_v	0	0	0	1	9
align_right_residue >> align_left_residue >> contiguity >> align_right_root >> c_adj_v >> align_left_root	0	0	0	1	9
align_right_residue >> align_left_residue >> contiguity >> align_right_root >> align_left_root >> c_adj_v	0	0	0	1	9
align_right_residue >> align_left_residue >> c_adj_v >> contiguity >> align_left_root >> align_right_root	0	0	0	1	9
align_right_residue >> align_left_residue >> c_adj_v >> contiguity >> align_right_root >> align_left_root	0	0	0	1	9
align_right_residue >> align_left_residue >> c_adj_v >> align_left_root >> contiguity >> align_right_root	0	0	0	1	9
align_right_residue >> align_left_residue >> c_adj_v >> align_left_root >> align_right_root >> contiguity	0	0	0	1	9
align_right_residue >> align_left_residue >> c_adj_v >> align_right_root >> contiguity >> align_left_root	0	0	0	1	9
align_right_residue >> align_left_residue >> c_adj_v >> align_right_root >> align_left_root >> contiguity	0	0	0	1	9
align_right_residue >> align_left_residue >> align_left_root >> contiguity >> c_adj_v >> align_right_root	0	0	0	1	9
align_right_residue >> align_left_residue >> align_left_root >> contiguity >> align_right_root >> c_adj_v	0	0	0	1	9
align_right_residue >> align_left_residue >> align_left_root >> c_adj_v >> contiguity >> align_right_root	0	0	0	1	9
align_right_residue >> align_left_residue >> align_left_root >> c_adj_v >> align_right_root >> contiguity	0	0	0	1	9
align_right_residue >> align_left_residue >> align_left_root >> align_right_root >> contiguity >> c_adj_v	0	0	0	1	9
align_right_residue >> align_left_residue >> align_left_root >> align_right_root >> c_adj_v >> contiguity	0	0	0	1	9
align_right_residue >> align_left_residue >> align_right_root >> contiguity >> c_adj_v >> align_left_root	0	0	0	1	9
align_right_residue >> align_left_residue >> align_right_root >> contiguity >> align_left_root >> c_adj_v	0	0	0	1	9
align_right_residue >> align_left_residue >> align_right_root >> c_adj_v >> contiguity >> align_left_root	0	0	0	1	9
align_right_residue >> align_left_residue >> align_right_root >> c_adj_v >> align_left_root >> contiguity	0	0	0	1	9
align_right_residue >> align_left_residue >> align_right_root >> align_left_root >> contiguity >> c_adj_v	0	0	0	1	9
align_right_residue >> align_left_residue >> align_right_root >> align_left_root >> c_adj_v >> contiguity	0	0	0	1	9
align_right_residue >> align_right_root >> contiguity >> c_adj_v >> align_left_root >> align_left_residue	0	0	0	1	9
align_right_residue >> align_right_root >> contiguity >> c_adj_v >> align_left_residue >> align_left_root	0	0	0	1	9
align_right_residue >> align_right_root >> contiguity >> align_left_root >> c_adj_v >> align_left_residue	0	0	0	1	9
align_right_residue >> align_right_root >> contiguity >> align_left_root >> align_left_residue >> c_adj_v	0	0	0	1	9
align_right_residue >> align_right_root >> contiguity >> align_left_residue >> c_adj_v >> align_left_root	0	0	0	1	9
align_right_residue >> align_right_root >> contiguity >> align_left_residue >> align_left_root >> c_adj_v	0	0	0	1	9
align_right_residue >> align_right_root >> c_adj_v >> contiguity >> align_left_root >> align_left_residue	0	0	0	1	9
align_right_residue >> align_right_root >> c_adj_v >> contiguity >> align_left_residue >> align_left_root	0	0	0	1	9
align_right_residue >> align_right_root >> c_adj_v >> align_left_root >> contiguity >> align_left_residue	0	0	0	1	9
align_right_residue >> align_right_root >> c_adj_v >> align_left_root >> align_left_residue >> contiguity	0	0	0	1	9
align_right_residue >> align_right_root >> c_adj_v >> align_left_residue >> contiguity >> align_left_root	0	0	0	1	9
align_right_residue >> align_right_root >> c_adj_v >> align_left_residue >> align_left_root >> contiguity	0	0	0	1	9
align_right_residue >> align_right_root >> align_left_root >> contiguity >> c_adj_v >> align_left_residue	0	0	0	1	9
align_right_residue >> align_right_root >> align_left_root >> contiguity >> align_left_residue >> c_adj_v	0	0	0	1	9
align_right_residue >> align_right_root >> align_left_root >> c_adj_v >> contiguity >> align_left_residue	0	0	0	1	9
align_right_residue >> align_right_root >> align_left_root >> c_adj_v >> align_left_residue >> contiguity	0	0	0	1	9
align_right_residue >> align_right_root >> align_left_root >> align_left_residue >> contiguity >> c_adj_v	0	0	0	1	9
align_right_residue >> align_right_root >> align_left_root >> align_left_residue >> c_adj_v >> contiguity	0	0	0	1	9
align_right_residue >> align_right_root >> align_left_residue >> contiguity >> c_adj_v >> align_left_root	0	0	0	1	9
align_right_residue >> align_right_root >> align_left_residue >> contiguity >> align_left_root >> c_adj_v	0	0	0	1	9
align_right_residue >> align_right_root >> align_left_residue >> c_adj_v >> contiguity >> align_left_root	0	0	0	1	9
align_right_residue >> align_right_root >> align_left_residue >> c_adj_v >> align_left_root >> contiguity	0	0	0	1	9
align_right_residue >> align_right_root >> align_left_residue >> align_left_root >> contiguity >> c_adj_v	0	0	0	1	9
align_right_residue >> align_right_root >> align_left_residue >> align_left_root >> c_adj_v >> contiguity	0	0	0	1	9

Summary:

444/720 (61.7%) rankings have at least one non-concatenative output.
296/720 (41.1%) rankings have more than half non-concatenative outputs.
440/444 (99.1%) non-concat rankings have at least one unattested output.
244/296 (82.4%) majority non-concat rankings have more than half unattested outputs.




categorical_align_constraint_rankings
--------------------------------------------------
ranking	suffix	prefix	infix	nonconcat_cv	nonconcat_unattested
contiguity >> c_adj_v >> anchor_left_root >> anchor_left_residue >> anchor_right_root >> anchor_right_residue	8	2	0	0	0
contiguity >> c_adj_v >> anchor_left_root >> anchor_left_residue >> anchor_right_residue >> anchor_right_root	8	2	0	0	0
contiguity >> c_adj_v >> anchor_left_root >> anchor_right_root >> anchor_left_residue >> anchor_right_residue	8	2	0	0	0
contiguity >> c_adj_v >> anchor_left_root >> anchor_right_root >> anchor_right_residue >> anchor_left_residue	8	2	0	0	0
contiguity >> c_adj_v >> anchor_left_root >> anchor_right_residue >> anchor_left_residue >> anchor_right_root	8	2	0	0	0
contiguity >> c_adj_v >> anchor_left_root >> anchor_right_residue >> anchor_right_root >> anchor_left_residue	8	2	0	0	0
contiguity >> c_adj_v >> anchor_left_residue >> anchor_left_root >> anchor_right_root >> anchor_right_residue	2	8	0	0	0
contiguity >> c_adj_v >> anchor_left_residue >> anchor_left_root >> anchor_right_residue >> anchor_right_root	2	8	0	0	0
contiguity >> c_adj_v >> anchor_left_residue >> anchor_right_root >> anchor_left_root >> anchor_right_residue	2	8	0	0	0
contiguity >> c_adj_v >> anchor_left_residue >> anchor_right_root >> anchor_right_residue >> anchor_left_root	2	8	0	0	0
contiguity >> c_adj_v >> anchor_left_residue >> anchor_right_residue >> anchor_left_root >> anchor_right_root	2	8	0	0	0
contiguity >> c_adj_v >> anchor_left_residue >> anchor_right_residue >> anchor_right_root >> anchor_left_root	2	8	0	0	0
contiguity >> c_adj_v >> anchor_right_root >> anchor_left_root >> anchor_left_residue >> anchor_right_residue	2	8	0	0	0
contiguity >> c_adj_v >> anchor_right_root >> anchor_left_root >> anchor_right_residue >> anchor_left_residue	2	8	0	0	0
contiguity >> c_adj_v >> anchor_right_root >> anchor_left_residue >> anchor_left_root >> anchor_right_residue	2	8	0	0	0
contiguity >> c_adj_v >> anchor_right_root >> anchor_left_residue >> anchor_right_residue >> anchor_left_root	2	8	0	0	0
contiguity >> c_adj_v >> anchor_right_root >> anchor_right_residue >> anchor_left_root >> anchor_left_residue	2	8	0	0	0
contiguity >> c_adj_v >> anchor_right_root >> anchor_right_residue >> anchor_left_residue >> anchor_left_root	2	8	0	0	0
contiguity >> c_adj_v >> anchor_right_residue >> anchor_left_root >> anchor_left_residue >> anchor_right_root	8	2	0	0	0
contiguity >> c_adj_v >> anchor_right_residue >> anchor_left_root >> anchor_right_root >> anchor_left_residue	8	2	0	0	0
contiguity >> c_adj_v >> anchor_right_residue >> anchor_left_residue >> anchor_left_root >> anchor_right_root	8	2	0	0	0
contiguity >> c_adj_v >> anchor_right_residue >> anchor_left_residue >> anchor_right_root >> anchor_left_root	8	2	0	0	0
contiguity >> c_adj_v >> anchor_right_residue >> anchor_right_root >> anchor_left_root >> anchor_left_residue	8	2	0	0	0
contiguity >> c_adj_v >> anchor_right_residue >> anchor_right_root >> anchor_left_residue >> anchor_left_root	8	2	0	0	0
contiguity >> anchor_left_root >> c_adj_v >> anchor_left_residue >> anchor_right_root >> anchor_right_residue	10	0	0	0	0
contiguity >> anchor_left_root >> c_adj_v >> anchor_left_residue >> anchor_right_residue >> anchor_right_root	10	0	0	0	0
contiguity >> anchor_left_root >> c_adj_v >> anchor_right_root >> anchor_left_residue >> anchor_right_residue	10	0	0	0	0
contiguity >> anchor_left_root >> c_adj_v >> anchor_right_root >> anchor_right_residue >> anchor_left_residue	10	0	0	0	0
contiguity >> anchor_left_root >> c_adj_v >> anchor_right_residue >> anchor_left_residue >> anchor_right_root	10	0	0	0	0
contiguity >> anchor_left_root >> c_adj_v >> anchor_right_residue >> anchor_right_root >> anchor_left_residue	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_left_residue >> c_adj_v >> anchor_right_root >> anchor_right_residue	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_left_residue >> c_adj_v >> anchor_right_residue >> anchor_right_root	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_left_residue >> anchor_right_root >> c_adj_v >> anchor_right_residue	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_left_residue >> anchor_right_root >> anchor_right_residue >> c_adj_v	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_left_residue >> anchor_right_residue >> c_adj_v >> anchor_right_root	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_left_residue >> anchor_right_residue >> anchor_right_root >> c_adj_v	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_right_root >> c_adj_v >> anchor_left_residue >> anchor_right_residue	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_right_root >> c_adj_v >> anchor_right_residue >> anchor_left_residue	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_right_root >> anchor_left_residue >> c_adj_v >> anchor_right_residue	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_right_root >> anchor_left_residue >> anchor_right_residue >> c_adj_v	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_right_root >> anchor_right_residue >> c_adj_v >> anchor_left_residue	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_right_root >> anchor_right_residue >> anchor_left_residue >> c_adj_v	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_right_residue >> c_adj_v >> anchor_left_residue >> anchor_right_root	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_right_residue >> c_adj_v >> anchor_right_root >> anchor_left_residue	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_right_residue >> anchor_left_residue >> c_adj_v >> anchor_right_root	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_right_residue >> anchor_left_residue >> anchor_right_root >> c_adj_v	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_right_residue >> anchor_right_root >> c_adj_v >> anchor_left_residue	10	0	0	0	0
contiguity >> anchor_left_root >> anchor_right_residue >> anchor_right_root >> anchor_left_residue >> c_adj_v	10	0	0	0	0
contiguity >> anchor_left_residue >> c_adj_v >> anchor_left_root >> anchor_right_root >> anchor_right_residue	0	10	0	0	0
contiguity >> anchor_left_residue >> c_adj_v >> anchor_left_root >> anchor_right_residue >> anchor_right_root	0	10	0	0	0
contiguity >> anchor_left_residue >> c_adj_v >> anchor_right_root >> anchor_left_root >> anchor_right_residue	0	10	0	0	0
contiguity >> anchor_left_residue >> c_adj_v >> anchor_right_root >> anchor_right_residue >> anchor_left_root	0	10	0	0	0
contiguity >> anchor_left_residue >> c_adj_v >> anchor_right_residue >> anchor_left_root >> anchor_right_root	0	10	0	0	0
contiguity >> anchor_left_residue >> c_adj_v >> anchor_right_residue >> anchor_right_root >> anchor_left_root	0	10	0	0	0
contiguity >> anchor_left_residue >> anchor_left_root >> c_adj_v >> anchor_right_root >> anchor_right_residue	0	10	0	0	0
